GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,BLOCKA,CDA,AREANAME,C19001
"G2201070","1970","Louisiana","22","Tensas","107",,,,,,,,,"Tensas",1373600
"G2201090","1970","Louisiana","22","Terrebonne","109",,,,,,,,,"Terrebonne",8358500
"G2201110","1970","Louisiana","22","Union","111",,,,,,,,,"Union",2071750
"G2201130","1970","Louisiana","22","Vermilion","113",,,,,,,,,"Vermilion",6037750
"G2201150","1970","Louisiana","22","Vernon","115",,,,,,,,,"Vernon",72430600
"G2201170","1970","Louisiana","22","Washington","117",,,,,,,,,"Washington",6332100
"G2201190","1970","Louisiana","22","Webster","119",,,,,,,,,"Webster",5546800
"G2201210","1970","Louisiana","22","West Baton Rouge","121",,,,,,,,,"West Baton Rouge",1478800
"G2201230","1970","Louisiana","22","West Carroll","123",,,,,,,,,"West Carroll",1873300
"G2201250","1970","Louisiana","22","West Feliciana","125",,,,,,,,,"West Feliciana",806750
"G2201270","1970","Louisiana","22","Winn","127",,,,,"5560",,,,"Winn",2071100
"G2300010","1970","Maine","23","Androscoggin","001",,,,,,,,,"Androscoggin",25485700
"G2300030","1970","Maine","23","Aroostook","003",,,,,,,,,"Aroostook",18625200
"G2300050","1970","Maine","23","Cumberland","005",,,,,,,,,"Cumberland",65434050
"G2300070","1970","Maine","23","Franklin","007",,,,,,,,,"Franklin",5373850
"G2300090","1970","Maine","23","Hancock","009",,,,,,,,,"Hancock",10228200
"G2300110","1970","Maine","23","Kennebec","011",,,,,,,,,"Kennebec",27784450
"G2300130","1970","Maine","23","Knox","013",,,,,,,,,"Knox",10162450
"G2300150","1970","Maine","23","Lincoln","015",,,,,,,,,"Lincoln",5374100
"G2300170","1970","Maine","23","Oxford","017",,,,,,,,,"Oxford",8865050
"G2300190","1970","Maine","23","Penobscot","019",,,,,,,,,"Penobscot",36385400
"G2300210","1970","Maine","23","Piscataquis","021",,,,,,,,,"Piscataquis",4096000
"G2300230","1970","Maine","23","Sagadahoc","023",,,,,,,,,"Sagadahoc",5489400
"G2300250","1970","Maine","23","Somerset","025",,,,,,,,,"Somerset",11109600
"G2300270","1970","Maine","23","Waldo","027",,,,,,,,,"Waldo",5165650
"G2300290","1970","Maine","23","Washington","029",,,,,,,,,"Washington",6600900
"G2300310","1970","Maine","23","York","031",,,,,,,,,"York",33898800
"G2400010","1970","Maryland","24","Allegany","001",,,,,,,,,"Allegany",19324400
"G2400030","1970","Maryland","24","Anne Arundel","003",,,,,"0720",,,,"Anne Arundel",99995150
"G2400050","1970","Maryland","24","Baltimore","005",,,,,"0720",,,,"Baltimore",175905900
"G2400090","1970","Maryland","24","Calvert","009",,,,,,,,,"Calvert",3816000
"G2400110","1970","Maryland","24","Caroline","011",,,,,,,,,"Caroline",4539250
"G2400130","1970","Maryland","24","Carroll","013",,,,,"0720",,,,"Carroll",15074750
"G2400150","1970","Maryland","24","Cecil","015",,,,,"9160",,,,"Cecil",17018450
"G2400170","1970","Maryland","24","Charles","017",,,,,,,,,"Charles",8641000
"G2400190","1970","Maryland","24","Dorchester","019",,,,,,,,,"Dorchester",8675500
"G2400210","1970","Maryland","24","Frederick","021",,,,,,,,,"Frederick",22991400
"G2400230","1970","Maryland","24","Garrett","023",,,,,"9160",,,,"Garrett",2719900
"G2400250","1970","Maryland","24","Harford","025",,,,,"0720",,,,"Harford",37864400
"G2400270","1970","Maryland","24","Howard","027",,,,,"0720",,,,"Howard",13910100
"G2400290","1970","Maryland","24","Kent","029",,,,,"0720",,,,"Kent",6126150
"G2400310","1970","Maryland","24","Montgomery","031",,,,,"8840",,,,"Montgomery",248524050
"G2400330","1970","Maryland","24","Prince Georges","033",,,,,"8840",,,,"Prince Georges",273311600
"G2400350","1970","Maryland","24","Queen Anne's","035",,,,,,,,,"Queen Annes",4803000
"G2400370","1970","Maryland","24","St Mary's","037",,,,,,,,,"St Marys",15627450
"G2400390","1970","Maryland","24","Somerset","039",,,,,,,,,"Somerset",11359000
"G2400410","1970","Maryland","24","Talbot","041",,,,,,,,,"Talbot",9462400
"G2400430","1970","Maryland","24","Washington","043",,,,,,,,,"Washington",26728300
"G2400450","1970","Maryland","24","Wicomico","045",,,,,,,,,"Wicomico",14760850
"G2400470","1970","Maryland","24","Worcester","047",,,,,"8840",,,,"Worcester",5476250
"G2405100","1970","Maryland","24","Baltimore City","510",,,,,"0720",,,,"Baltimore City",436863750
"G2500010","1970","Massachusetts","25","Barnstable","001",,,,,,,,,"Barnstable",43225250
"G2500030","1970","Massachusetts","25","Berkshire","003",,,,,,,,,"Berkshire",47086450
"G2500050","1970","Massachusetts","25","Bristol","005",,,,,,,,,"Bristol",123471250
"G2500070","1970","Massachusetts","25","Dukes","007",,,,,,,,,"Dukes",3255550
"G2500090","1970","Massachusetts","25","Essex","009",,,,,,,,,"Essex",216077850
"G2500110","1970","Massachusetts","25","Franklin","011",,,,,,,,,"Franklin",19950850
"G2500130","1970","Massachusetts","25","Hampden","013",,,,,,,,,"Hampden",151170200
"G2500150","1970","Massachusetts","25","Hampshire","015",,,,,,,,,"Hampshire",59175400
"G2500170","1970","Massachusetts","25","Middlesex","017",,,,,,,,,"Middlesex",567155450
"G2500190","1970","Massachusetts","25","Nantucket","019",,,,,,,,,"Nantucket",1677600
"G2500210","1970","Massachusetts","25","Norfolk","021",,,,,,,,,"Norfolk",241374950
"G2500230","1970","Massachusetts","25","Plymouth","023",,,,,,,,,"Plymouth",84640100
"G2500250","1970","Massachusetts","25","Suffolk","025",,,,,,,,,"Suffolk",546448900
"G2500270","1970","Massachusetts","25","Worcester","027",,,,,,,,,"Worcester",209899550
"G2600010","1970","Michigan","26","Alcona","001",,,,,,,,,"Alcona",1407300
"G2600030","1970","Michigan","26","Alger","003",,,,,,,,,"Alger",1669450
"G2600050","1970","Michigan","26","Allegan","005",,,,,,,,,"Allegan",11886700
"G2600070","1970","Michigan","26","Alpena","007",,,,,,,,,"Alpena",7844300
"G2600090","1970","Michigan","26","Antrim","009",,,,,,,,,"Antrim",2475450
"G2600110","1970","Michigan","26","Arenac","011",,,,,,,,,"Arenac",2069150
"G2600130","1970","Michigan","26","Baraga","013",,,,,,,,,"Baraga",1457550
"G2600150","1970","Michigan","26","Barry","015",,,,,,,,,"Barry",7565350
"G2600170","1970","Michigan","26","Bay","017",,,,,"0800",,,,"Bay",27934200
"G2600190","1970","Michigan","26","Benzie","019",,,,,,,,,"Benzie",1935550
"G2600210","1970","Michigan","26","Berrien","021",,,,,,,,,"Berrien",40815200
"G2600230","1970","Michigan","26","Branch","023",,,,,,,,,"Branch",8277450
"G2600250","1970","Michigan","26","Calhoun","025",,,,,,,,,"Calhoun",45313450
"G2600270","1970","Michigan","26","Cass","027",,,,,,,,,"Cass",9815350
"G2600290","1970","Michigan","26","Charlevoix","029",,,,,,,,,"Charlevoix",3568150
"G2600310","1970","Michigan","26","Cheboygan","031",,,,,,,,,"Cheboygan",2984100
"G2600330","1970","Michigan","26","Chippewa","033",,,,,,,,,"Chippewa",10268500
"G2600350","1970","Michigan","26","Clare","035",,,,,"0800",,,,"Clare",2886950
"G2600370","1970","Michigan","26","Clinton","037",,,,,"4040",,,,"Clinton",8658400
"G2600390","1970","Michigan","26","Crawford","039",,,,,,,,,"Crawford",1115150
"G2600410","1970","Michigan","26","Delta","041",,,,,,,,,"Delta",8498750
"G2600430","1970","Michigan","26","Dickinson","043",,,,,,,,,"Dickinson",4867600
"G2600450","1970","Michigan","26","Eaton","045",,,,,"4040",,,,"Eaton",15531950
"G2600470","1970","Michigan","26","Emmet","047",,,,,"4040",,,,"Emmet",4339500
"G2600490","1970","Michigan","26","Genesee","049",,,,,"2640",,,,"Genesee",130246600
"G2600510","1970","Michigan","26","Gladwin","051",,,,,,,,,"Gladwin",1948650
"G2600530","1970","Michigan","26","Gogebic","053",,,,,,,,,"Gogebic",4442050
"G2600550","1970","Michigan","26","Grand Traverse","055",,,,,,,,,"Grand Traverse",11378050
"G2600570","1970","Michigan","26","Gratiot","057",,,,,,,,,"Gratiot",8181200
"G2600590","1970","Michigan","26","Hillsdale","059",,,,,,,,,"Hillsdale",7799050
"G2600610","1970","Michigan","26","Houghton","061",,,,,,,,,"Houghton",12430700
"G2600630","1970","Michigan","26","Huron","063",,,,,"2640",,,,"Huron",6567350
"G2600650","1970","Michigan","26","Ingham","065",,,,,"4040",,,,"Ingham",140694600
"G2600670","1970","Michigan","26","Ionia","067",,,,,,,,,"Ionia",7779200
"G2600690","1970","Michigan","26","Iosco","069",,,,,,,,,"Iosco",7567200
"G2600710","1970","Michigan","26","Iron","071",,,,,,,,,"Iron",3244300
"G2600730","1970","Michigan","26","Isabella","073",,,,,"4040",,,,"Isabella",18228750
"G2600750","1970","Michigan","26","Jackson","075",,,,,"3520",,,,"Jackson",38796900
"G2600770","1970","Michigan","26","Kalamazoo","077",,,,,"3720",,,,"Kalamazoo",83566250
"G2600790","1970","Michigan","26","Kalkaska","079",,,,,"3720",,,,"Kalkaska",915200
"G2600810","1970","Michigan","26","Kent","081",,,,,"3000",,,,"Kent",128220000
"G2600830","1970","Michigan","26","Keweenaw","083",,,,,,,,,"Keweenaw",755300
"G2600850","1970","Michigan","26","Lake","085",,,,,"3000",,,,"Lake",1250100
"G2600870","1970","Michigan","26","Lapeer","087",,,,,"2640",,,,"Lapeer",10284750
"G2600890","1970","Michigan","26","Leelanau","089",,,,,,,,,"Leelanau",1917950
"G2600910","1970","Michigan","26","Lenawee","091",,,,,,,,,"Lenawee",18590050
"G2600930","1970","Michigan","26","Livingston","093",,,,,,,,,"Livingston",12805800
"G2600950","1970","Michigan","26","Luce","095",,,,,,,,,"Luce",1689200
"G2600970","1970","Michigan","26","Mackinac","097",,,,,"2640",,,,"Mackinac",3234250
"G2600990","1970","Michigan","26","Macomb","099",,,,,"2160",,,,"Macomb",138061600
"G2601010","1970","Michigan","26","Manistee","101",,,,,,,,,"Manistee",4499650
"G2601030","1970","Michigan","26","Marquette","103",,,,,,,,,"Marquette",21522250
"G2601050","1970","Michigan","26","Mason","105",,,,,,,,,"Mason",5393900
"G2601070","1970","Michigan","26","Mecosta","107",,,,,,,,,"Mecosta",14273950
"G2601090","1970","Michigan","26","Menominee","109",,,,,,,,,"Menominee",4760250
"G2601110","1970","Michigan","26","Midland","111",,,,,,,,,"Midland",14825000
"G2601130","1970","Michigan","26","Missaukee","113",,,,,"2160",,,,"Missaukee",842850
"G2601150","1970","Michigan","26","Monroe","115",,,,,"8400",,,,"Monroe",22482600
"G2601170","1970","Michigan","26","Montcalm","117",,,,,,,,,"Montcalm",7398550
"G2601190","1970","Michigan","26","Montmorency","119",,,,,"8400",,,,"Montmorency",844850
"G2601210","1970","Michigan","26","Muskegon","121",,,,,"5320",,,,"Muskegon",37795200
"G2601230","1970","Michigan","26","Newaygo","123",,,,,"5320",,,,"Newaygo",4669850
"G2601250","1970","Michigan","26","Oakland","125",,,,,"2160",,,,"Oakland",309534750
"G2601270","1970","Michigan","26","Oceana","127",,,,,,,,,"Oceana",2874400
"G2601290","1970","Michigan","26","Ogemaw","129",,,,,,,,,"Ogemaw",2303400
"G2601310","1970","Michigan","26","Ontonagon","131",,,,,,,,,"Ontonagon",1818450
"G2601330","1970","Michigan","26","Osceola","133",,,,,,,,,"Osceola",2943950
"G2601350","1970","Michigan","26","Oscoda","135",,,,,,,,,"Oscoda",1404550
"G2601370","1970","Michigan","26","Otsego","137",,,,,,,,,"Otsego",4192900
"G2601390","1970","Michigan","26","Ottawa","139",,,,,"3000",,,,"Ottawa",24133700
"G2601410","1970","Michigan","26","Presque Isle","141",,,,,,,,,"Presque Isle",4599750
"G2601430","1970","Michigan","26","Roscommon","143",,,,,"3000",,,,"Roscommon",1702350
"G2601450","1970","Michigan","26","Saginaw","145",,,,,"6960",,,,"Saginaw",57793050
"G2601470","1970","Michigan","26","St Clair","147",,,,,,,,,"St Clair",30626900
"G2601490","1970","Michigan","26","St Joseph","149",,,,,,,,,"St Joseph",11810400
"G2601510","1970","Michigan","26","Sanilac","151",,,,,,,,,"Sanilac",5090100
"G2601530","1970","Michigan","26","Schoolcraft","153",,,,,,,,,"Schoolcraft",1262800
"G2601550","1970","Michigan","26","Shiawassee","155",,,,,,,,,"Shiawassee",12768450
"G2601570","1970","Michigan","26","Tuscola","157",,,,,,,,,"Tuscola",8857850
"G2601590","1970","Michigan","26","Van Buren","159",,,,,"6960",,,,"Van Buren",12557850
"G2601610","1970","Michigan","26","Washtenaw","161",,,,,"0440",,,,"Washtenaw",158017800
"G2601630","1970","Michigan","26","Wayne","163",,,,,"2160",,,,"Wayne",1088384750
"G2601650","1970","Michigan","26","Wexford","165",,,,,"2160",,,,"Wexford",4895250
"G2700010","1970","Minnesota","27","Aitkin","001",,,,,,,,,"Aitkin",2337850
"G2700030","1970","Minnesota","27","Anoka","003",,,,,"5120",,,,"Anoka",23692500
"G2700050","1970","Minnesota","27","Becker","005",,,,,,,,,"Becker",3753500
"G2700070","1970","Minnesota","27","Beltrami","007",,,,,,,,,"Beltrami",8832700
"G2700090","1970","Minnesota","27","Benton","009",,,,,,,,,"Benton",3432450
"G2700110","1970","Minnesota","27","Big Stone","011",,,,,,,,,"Big Stone",1680700
"G2700130","1970","Minnesota","27","Blue Earth","013",,,,,,,,,"Blue Earth",24138950
"G2700150","1970","Minnesota","27","Brown","015",,,,,,,,,"Brown",7702000
"G2700170","1970","Minnesota","27","Carlton","017",,,,,,,,,"Carlton",6313000
"G2700190","1970","Minnesota","27","Carver","019",,,,,,,,,"Carver",4416850
"G2700210","1970","Minnesota","27","Cass","021",,,,,,,,,"Cass",3544500
"G2700230","1970","Minnesota","27","Chippewa","023",,,,,,,,,"Chippewa",3334200
"G2700250","1970","Minnesota","27","Chisago","025",,,,,"5120",,,,"Chisago",3470800
"G2700270","1970","Minnesota","27","Clay","027",,,,,"2520",,,,"Clay",15306400
"G2700290","1970","Minnesota","27","Clearwater","029",,,,,,,,,"Clearwater",1374550
"G2700310","1970","Minnesota","27","Cook","031",,,,,,,,,"Cook",1234850
"G2700330","1970","Minnesota","27","Cottonwood","033",,,,,,,,,"Cottonwood",2780150
"G2700350","1970","Minnesota","27","Crow Wing","035",,,,,"2520",,,,"Crow Wing",8608900
"G2700370","1970","Minnesota","27","Dakota","037",,,,,"5120",,,,"Dakota",29559000
"G2700390","1970","Minnesota","27","Dodge","039",,,,,,,,,"Dodge",1830500
"G2700410","1970","Minnesota","27","Douglas","041",,,,,,,,,"Douglas",5146650
"G2700430","1970","Minnesota","27","Faribault","043",,,,,,,,,"Faribault",4599000
"G2700450","1970","Minnesota","27","Fillmore","045",,,,,,,,,"Fillmore",4310900
"G2700470","1970","Minnesota","27","Freeborn","047",,,,,,,,,"Freeborn",9221450
"G2700490","1970","Minnesota","27","Goodhue","049",,,,,,,,,"Goodhue",8309800
"G2700510","1970","Minnesota","27","Grant","051",,,,,,,,,"Grant",1525600
"G2700530","1970","Minnesota","27","Hennepin","053",,,,,"5120",,,,"Hennepin",528337800
"G2700550","1970","Minnesota","27","Houston","055",,,,,,,,,"Houston",2586900
"G2700570","1970","Minnesota","27","Hubbard","057",,,,,,,,,"Hubbard",1473800
"G2700590","1970","Minnesota","27","Isanti","059",,,,,,,,,"Isanti",3422700
"G2700610","1970","Minnesota","27","Itasca","061",,,,,,,,,"Itasca",7290650
"G2700630","1970","Minnesota","27","Jackson","063",,,,,,,,,"Jackson",3138400
"G2700650","1970","Minnesota","27","Kanabec","065",,,,,,,,,"Kanabec",2266500
"G2700670","1970","Minnesota","27","Kandiyohi","067",,,,,,,,,"Kandiyohi",7220750
"G2700690","1970","Minnesota","27","Kittson","069",,,,,,,,,"Kittson",1995650
"G2700710","1970","Minnesota","27","Koochiching","071",,,,,,,,,"Koochiching",4051050
"G2700730","1970","Minnesota","27","Lac Qui Parle","073",,,,,,,,,"Lac Qui Parle",2028500
"G2700750","1970","Minnesota","27","Lake","075",,,,,,,,,"Lake",2696650
"G2700770","1970","Minnesota","27","Lake Of The Woods","077",,,,,,,,,"Lake Of The Woods",1059100
"G2700790","1970","Minnesota","27","Le Sueur","079",,,,,,,,,"Le Sueur",4455600
"G2700810","1970","Minnesota","27","Lincoln","081",,,,,,,,,"Lincoln",1187800
"G2700830","1970","Minnesota","27","Lyon","083",,,,,,,,,"Lyon",7716000
"G2700850","1970","Minnesota","27","McLeod","085",,,,,,,,,"Mc Leod",6359350
"G2700870","1970","Minnesota","27","Mahnomen","087",,,,,,,,,"Mahnomen",768350
"G2700890","1970","Minnesota","27","Marshall","089",,,,,,,,,"Marshall",2341650
"G2700910","1970","Minnesota","27","Martin","091",,,,,,,,,"Martin",6328950
"G2700930","1970","Minnesota","27","Meeker","093",,,,,,,,,"Meeker",3256700
"G2700950","1970","Minnesota","27","Mille Lacs","095",,,,,,,,,"Mille Lacs",3330600
"G2700970","1970","Minnesota","27","Morrison","097",,,,,,,,,"Morrison",5148700
"G2700990","1970","Minnesota","27","Mower","099",,,,,,,,,"Mower",10465600
"G2701010","1970","Minnesota","27","Murray","101",,,,,,,,,"Murray",3109250
"G2701030","1970","Minnesota","27","Nicollet","103",,,,,,,,,"Nicollet",7320950
"G2701050","1970","Minnesota","27","Nobles","105",,,,,,,,,"Nobles",5348900
"G2701070","1970","Minnesota","27","Norman","107",,,,,"5120",,,,"Norman",2263950
"G2701090","1970","Minnesota","27","Olmsted","109",,,,,"6820",,,,"Olmsted",35622000
"G2701110","1970","Minnesota","27","Otter Tail","111",,,,,,,,,"Otter Tail",9399600
"G2701130","1970","Minnesota","27","Pennington","113",,,,,,,,,"Pennington",3810600
"G2701150","1970","Minnesota","27","Pine","115",,,,,,,,,"Pine",3461900
"G2701170","1970","Minnesota","27","Pipestone","117",,,,,,,,,"Pipestone",2852400
"G2701190","1970","Minnesota","27","Polk","119",,,,,,,,,"Polk",8726050
"G2701210","1970","Minnesota","27","Pope","121",,,,,"6820",,,,"Pope",2117400
"G2701230","1970","Minnesota","27","Ramsey","123",,,,,"5120",,,,"Ramsey",220294950
"G2701250","1970","Minnesota","27","Red Lake","125",,,,,,,,,"Red Lake",803950
"G2701270","1970","Minnesota","27","Redwood","127",,,,,,,,,"Redwood",4376550
"G2701290","1970","Minnesota","27","Renville","129",,,,,,,,,"Renville",3973800
"G2701310","1970","Minnesota","27","Rice","131",,,,,,,,,"Rice",13720550
"G2701330","1970","Minnesota","27","Rock","133",,,,,,,,,"Rock",2737500
"G2701350","1970","Minnesota","27","Roseau","135",,,,,"5120",,,,"Roseau",1610600
"G2701370","1970","Minnesota","27","St Louis","137",,,,,"2240",,,,"St Louis",73195750
"G2701390","1970","Minnesota","27","Scott","139",,,,,,,,,"Scott",6309000
"G2701410","1970","Minnesota","27","Sherburne","141",,,,,,,,,"Sherburne",3220650
"G2701430","1970","Minnesota","27","Sibley","143",,,,,,,,,"Sibley",2713100
"G2701450","1970","Minnesota","27","Stearns","145",,,,,,,,,"Stearns",26475950
"G2701470","1970","Minnesota","27","Steele","147",,,,,,,,,"Steele",7279800
"G2701490","1970","Minnesota","27","Stevens","149",,,,,,,,,"Stevens",3318300
"G2701510","1970","Minnesota","27","Swift","151",,,,,,,,,"Swift",2845550
"G2701530","1970","Minnesota","27","Todd","153",,,,,,,,,"Todd",3759950
"G2701550","1970","Minnesota","27","Traverse","155",,,,,,,,,"Traverse",1588650
"G2701570","1970","Minnesota","27","Wabasha","157",,,,,,,,,"Wabasha",3358500
"G2701590","1970","Minnesota","27","Wadena","159",,,,,,,,,"Wadena",2288200
"G2701610","1970","Minnesota","27","Waseca","161",,,,,"2240",,,,"Waseca",3722400
"G2701630","1970","Minnesota","27","Washington","163",,,,,"5120",,,,"Washington",14578700
"G2701650","1970","Minnesota","27","Watonwan","165",,,,,,,,,"Watonwan",2629200
"G2701670","1970","Minnesota","27","Wilkin","167",,,,,,,,,"Wilkin",1815900
"G2701690","1970","Minnesota","27","Winona","169",,,,,,,,,"Winona",15790350
"G2701710","1970","Minnesota","27","Wright","171",,,,,,,,,"Wright",6573450
"G2701730","1970","Minnesota","27","Yellow Medicine","173",,,,,"5120",,,,"Yellow Medicine",3208100
"G2800010","1970","Mississippi","28","Adams","001",,,,,,,,,"Adams",6327300
"G2800030","1970","Mississippi","28","Alcorn","003",,,,,,,,,"Alcorn",3422550
"G2800050","1970","Mississippi","28","Amite","005",,,,,,,,,"Amite",1099650
"G2800070","1970","Mississippi","28","Attala","007",,,,,,,,,"Attala",1849300
"G2800090","1970","Mississippi","28","Benton","009",,,,,,,,,"Benton",671050
"G2800110","1970","Mississippi","28","Bolivar","011",,,,,,,,,"Bolivar",7393300
"G2800130","1970","Mississippi","28","Calhoun","013",,,,,,,,,"Calhoun",1355700
"G2800150","1970","Mississippi","28","Carroll","015",,,,,,,,,"Carroll",739800
"G2800170","1970","Mississippi","28","Chickasaw","017",,,,,,,,,"Chickasaw",2223250
"G2800190","1970","Mississippi","28","Choctaw","019",,,,,,,,,"Choctaw",709400
"G2800210","1970","Mississippi","28","Claiborne","021",,,,,,,,,"Claiborne",1670350
"G2800230","1970","Mississippi","28","Clarke","023",,,,,,,,,"Clarke",1515000
"G2800250","1970","Mississippi","28","Clay","025",,,,,,,,,"Clay",2660650
"G2800270","1970","Mississippi","28","Coahoma","027",,,,,,,,,"Coahoma",7044500
"G2800290","1970","Mississippi","28","Copiah","029",,,,,,,,,"Copiah",2933550
"G2800310","1970","Mississippi","28","Covington","031",,,,,,,,,"Covington",1146950
"G2800330","1970","Mississippi","28","DeSoto","033",,,,,,,,,"De Soto",2345300
